source,biological_context,cid,canonical_smiles,isomeric_smiles,molecular_formula,molecular_weight,cytotoxic_label,potency_value,potency_metric,potency_unit,n_assays_active,n_assays_tested,assay_description
Tox21,off-target-safety,65453,CC1(COC(C(C1NC)O)OC2C(CC(C(C2O)OC3C(CC=C(O3)CN)N)N)N)O,C[C@@]1(CO[C@@H]([C@@H]([C@H]1NC)O)O[C@H]2[C@@H](C[C@@H]([C@H]([C@H]2O)O[C@@H]3[C@@H](CC=C(O3)CN)N)N)N)O,C19H37N5O7,447.5,0.0,,AC50,uM,0.0,4.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,65464,CN(C)CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3.Cl,CN(C)CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3.Cl,C19H24ClN3O,345.9,,,AC50,uM,0.0,1.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,65477,CC(C)(CC1=CC=C(C=C1)Cl)N.Cl,CC(C)(CC1=CC=C(C=C1)Cl)N.Cl,C10H15Cl2N,220.14,0.0,,AC50,uM,0.0,4.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,65478,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COP(=O)([O-])[O-])O)C)O)F)C.[Na+].[Na+],C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)COP(=O)([O-])[O-])O)C)O)F)C.[Na+].[Na+],C22H28FNa2O8P,516.4,0.0,,AC50,uM,0.0,4.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,65483,CCC1(CCCCN(C1)C)C2=CC(=CC=C2)O.Cl,CCC1(CCCCN(C1)C)C2=CC(=CC=C2)O.Cl,C15H24ClNO,269.81,0.0,,AC50,uM,0.0,4.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,65492,CC(C(=O)NC1=C(C(=C(C(=C1I)C(=O)NC(CO)CO)I)C(=O)NC(CO)CO)I)O,C[C@@H](C(=O)NC1=C(C(=C(C(=C1I)C(=O)NC(CO)CO)I)C(=O)NC(CO)CO)I)O,C17H22I3N3O8,777.1,0.0,,AC50,uM,0.0,4.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,65494,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,C28H38N2O9S,578.7,1.0,27.5223,AC50,uM,1.0,3.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,65495,C1=CC(=CC=C1CSC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl.[N+](=O)(O)[O-],C1=CC(=CC=C1CSC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl.[N+](=O)(O)[O-],C18H16Cl3N3O3S,460.8,,,AC50,uM,0.0,2.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,65502,CC1CCCC(N1CCCC(C2=CC=CC=C2)(C3=CC=CC=N3)O)C,C[C@@H]1CCC[C@@H](N1CCCC(C2=CC=CC=C2)(C3=CC=CC=N3)O)C,C22H30N2O,338.5,0.0,,AC50,uM,0.0,4.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,65522,C1=C(N=C(N=C1Cl)N)Cl,C1=C(N=C(N=C1Cl)N)Cl,C4H3Cl2N3,163.99,0.0,,AC50,uM,0.0,4.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,65552,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(=O)O,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(=O)O,C14H8I4O4,747.83,,,AC50,uM,0.0,3.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,65575,CC1CCC2C13CCC(C(C3)C2(C)C)(C)O,C[C@@H]1CC[C@@H]2[C@]13CC[C@@]([C@H](C3)C2(C)C)(C)O,C15H26O,222.37,1.0,38.8477,AC50,uM,2.0,4.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,65591,CCCOC(=O)C1=CN=CN1C(C)C2=CC=CC=C2,CCCOC(=O)C1=CN=CN1C(C)C2=CC=CC=C2,C15H18N2O2,258.32,0.0,,AC50,uM,0.0,4.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,65620,CC1=NC2=C(C=C1)C(=CC(=C2O)Br)Br,CC1=NC2=C(C=C1)C(=CC(=C2O)Br)Br,C10H7Br2NO,316.98,1.0,5.3538,AC50,uM,1.0,3.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,65628,CN1C2=C(C=C(C=C2)N(CCCl)CCCl)N=C1CCCC(=O)O,CN1C2=C(C=C(C=C2)N(CCCl)CCCl)N=C1CCCC(=O)O,C16H21Cl2N3O2,358.3,0.0,,AC50,uM,0.0,4.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,65632,C1CSC(=O)C1NC(=O)CSCC(=O)O,C1CSC(=O)C1NC(=O)CSCC(=O)O,C8H11NO4S2,249.3,0.0,,AC50,uM,0.0,4.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,65659,C1COCCN1CCCNC(=O)C2=CC=C(C=C2)Cl,C1COCCN1CCCNC(=O)C2=CC=C(C=C2)Cl,C14H19ClN2O2,282.76,0.0,,AC50,uM,0.0,4.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,65681,CC(C)CN1C=NC2=C1C(=O)N(C(=O)N2C)C,CC(C)CN1C=NC2=C1C(=O)N(C(=O)N2C)C,C11H16N4O2,236.27,0.0,,AC50,uM,0.0,4.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,65684,CC1=CC2=C(C=C1)NC3C2CN(CC3)C,CC1=CC2=C(C=C1)NC3C2CN(CC3)C,C13H18N2,202.3,0.0,,AC50,uM,0.0,4.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,65708,C1=CC=C2C(=C1)NC(=N2)CCC(=O)O,C1=CC=C2C(=C1)NC(=N2)CCC(=O)O,C10H10N2O2,190.2,0.0,,AC50,uM,0.0,4.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,65758,C1=CC=C(C(=C1)C2=NC(=NO2)C3=CC=NC=C3)Cl,C1=CC=C(C(=C1)C2=NC(=NO2)C3=CC=NC=C3)Cl,C13H8ClN3O,257.67,,,AC50,uM,0.0,2.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,65768,C1=CC=C2C(=C1)C(=CN2)CCNC(=O)C3=CN=CC=C3,C1=CC=C2C(=C1)C(=CN2)CCNC(=O)C3=CN=CC=C3,C16H15N3O,265.31,0.0,,AC50,uM,0.0,4.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,65770,CCCCN1CCCC1C(=O)NC2=C(C=C(C=C2C)C)C,CCCCN1CCCC1C(=O)NC2=C(C=C(C=C2C)C)C,C18H28N2O,288.4,1.0,16.9301,AC50,uM,1.0,2.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,65773,CCCC1=NC=C(S1)C(=O)O,CCCC1=NC=C(S1)C(=O)O,C7H9NO2S,171.22,0.0,,AC50,uM,0.0,4.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,65776,CC1=C(N(C2=C1C=C(C=C2)C(=O)OCCN(C)C)CC3=CC=CC=C3)C,CC1=C(N(C2=C1C=C(C=C2)C(=O)OCCN(C)C)CC3=CC=CC=C3)C,C22H26N2O2,350.5,1.0,23.9145,AC50,uM,2.0,2.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,65784,CC(=O)N1CC(CC1C(=O)O)O,CC(=O)N1C[C@@H](C[C@H]1C(=O)O)O,C7H11NO4,173.17,0.0,,AC50,uM,0.0,4.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,65790,COC1=CC(=CC(=C1OC)OC)C(=S)N2CCOCC2,COC1=CC(=CC(=C1OC)OC)C(=S)N2CCOCC2,C14H19NO4S,297.37,0.0,,AC50,uM,0.0,4.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,65854,C1CNCCC1SC2=NC(=CC=C2)Cl,C1CNCCC1SC2=NC(=CC=C2)Cl,C10H13ClN2S,228.74,0.0,,AC50,uM,0.0,4.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,65870,CCOC(=O)CN1C=CC=C1C2=NC(=C(S2)C3=CC=C(C=C3)OC)C4=CC=C(C=C4)OC,CCOC(=O)CN1C=CC=C1C2=NC(=C(S2)C3=CC=C(C=C3)OC)C4=CC=C(C=C4)OC,C25H24N2O4S,448.5,,,AC50,uM,0.0,3.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,65889,CC1=NN=C2N1C3=C(C=C(S3)CCC(=O)N4CCOCC4)C(=NC2)C5=CC=CC=C5Cl,CC1=NN=C2N1C3=C(C=C(S3)CCC(=O)N4CCOCC4)C(=NC2)C5=CC=CC=C5Cl,C22H22ClN5O2S,456.0,0.0,,AC50,uM,0.0,4.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,65894,CC(C1C2N(C1=O)C(=C(S2)C3CCCO3)C(=O)O)O,C[C@H]([C@@H]1[C@@H]2N(C1=O)C(=C(S2)[C@H]3CCCO3)C(=O)O)O,C12H15NO5S,285.32,0.0,,AC50,uM,0.0,4.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,65906,CN(C1CCN(CC1)C2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)F)C5=NC=CC(=O)N5,CN(C1CCN(CC1)C2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)F)C5=NC=CC(=O)N5,C24H25FN6O,432.5,,,AC50,uM,0.0,3.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,65909,CC1(C2=CC=CN2C3=CC=CC=C3CO1)CN4CCC(CC4)N5C6=CC=CC=C6NC5=O,CC1(C2=CC=CN2C3=CC=CC=C3CO1)CN4CCC(CC4)N5C6=CC=CC=C6NC5=O,C26H28N4O2,428.5,1.0,18.9959,AC50,uM,1.0,2.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,65938,CC(=O)NC(CO)C(=O)NC(CC(=O)O)C(=O)NC(CCCCN)C(=O)N1CCCC1C(=O)O,CC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)O,C20H33N5O9,487.5,0.0,,AC50,uM,0.0,4.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,65947,CC1N2C3=CC(=C(C=C3C(=O)C(=C2S1)C(=O)O)F)N4CCN(CC4)CC5=C(OC(=O)O5)C,CC1N2C3=CC(=C(C=C3C(=O)C(=C2S1)C(=O)O)F)N4CCN(CC4)CC5=C(OC(=O)O5)C,C21H20FN3O6S,461.5,,,AC50,uM,0.0,3.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,65948,CC1=C(C(C(=C(N1)N)C(=O)OC2CN(C2)C(C3=CC=CC=C3)C4=CC=CC=C4)C5=CC(=CC=C5)[N+](=O)[O-])C(=O)OC(C)C,CC1=C(C(C(=C(N1)N)C(=O)OC2CN(C2)C(C3=CC=CC=C3)C4=CC=CC=C4)C5=CC(=CC=C5)[N+](=O)[O-])C(=O)OC(C)C,C33H34N4O6,582.6,1.0,23.9145,AC50,uM,2.0,3.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,65953,CC1=C(C(C(=C(N1)COC(=O)N)C(=O)OC(C)C)C2=C(C(=CC=C2)Cl)Cl)C(=O)OC,CC1=C(C(C(=C(N1)COC(=O)N)C(=O)OC(C)C)C2=C(C(=CC=C2)Cl)Cl)C(=O)OC,C20H22Cl2N2O6,457.3,1.0,26.8325,AC50,uM,1.0,2.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,65957,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2C4(CC4)N)F)C(=O)O,C[C@H]1COC2=C3N1C=C(C(=O)C3=CC(=C2C4(CC4)N)F)C(=O)O,C16H15FN2O4,318.3,0.0,,AC50,uM,0.0,4.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,65958,CNC1CCCN(C1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F,CNC1CCCN(C1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F,C20H24FN3O4,389.4,0.0,,AC50,uM,0.0,4.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,65999,CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C,CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C,C33H30N4O2,514.6,,,AC50,uM,0.0,3.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,66007,C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O.Cl,C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O.Cl,C20H32ClNO,337.9,0.0,,AC50,uM,0.0,4.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,66011,C1=CC(=CC=C1CBr)[N+](=O)[O-],C1=CC(=CC=C1CBr)[N+](=O)[O-],C7H6BrNO2,216.03,0.0,,AC50,uM,0.0,4.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,66030,CCCCCCCCCCCCC1=CC=C(C=C1)O,CCCCCCCCCCCCC1=CC=C(C=C1)O,C18H30O,262.4,1.0,19.4938,AC50,uM,4.0,4.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,66041,C=CC1=CC=C(C=C1)C=C,C=CC1=CC=C(C=C1)C=C,C10H10,130.19,0.0,,AC50,uM,0.0,4.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,66061,CN1CCCN=C1COC(=O)C(C2CCCCC2)(C3=CC=CC=C3)O.Cl,CN1CCCN=C1COC(=O)C(C2CCCCC2)(C3=CC=CC=C3)O.Cl,C20H29ClN2O3,380.9,,,AC50,uM,0.0,3.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,66062,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC.Cl,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC.Cl,C21H27ClN2S2,407.0,1.0,15.4201,AC50,uM,4.0,4.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,66063,CN1CCC(CC1)OC(C2=CC=CC=C2)C3=CC=CC=C3.Cl,CN1CCC(CC1)OC(C2=CC=CC=C2)C3=CC=CC=C3.Cl,C19H24ClNO,317.9,0.0,,AC50,uM,0.0,4.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,66064,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F.Cl.Cl,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F.Cl.Cl,C21H26Cl2F3N3S,480.4,1.0,23.9145,AC50,uM,3.0,3.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,66067,CCOP(=O)(CC)OC1=CC=C(C=C1)[N+](=O)[O-],CCOP(=O)(CC)OC1=CC=C(C=C1)[N+](=O)[O-],C10H14NO5P,259.2,0.0,,AC50,uM,0.0,4.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,66068,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N.Cl,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N.Cl,C13H22ClN3O,271.78,0.0,,AC50,uM,0.0,4.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,66069,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F.Cl,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F.Cl,C18H20ClF3N2S,388.9,1.0,23.9145,AC50,uM,3.0,3.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,66094,C[Si]1(N[Si](N[Si](N1)(C)C)(C)C)C,C[Si]1(N[Si](N[Si](N1)(C)C)(C)C)C,C6H21N3Si3,219.51,0.0,,AC50,uM,0.0,4.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,66117,C(CCC(=O)NN)CC(=O)NN,C(CCC(=O)NN)CC(=O)NN,C6H14N4O2,174.2,0.0,,AC50,uM,0.0,4.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,66133,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],C13H22ClN,227.77,0.0,,AC50,uM,0.0,4.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,66166,CCC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CCC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,C16H18O2,242.31,1.0,24.5202,AC50,uM,2.0,7.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,66172,CC1=CC(=NO1)N,CC1=CC(=NO1)N,C4H6N2O,98.1,0.0,,AC50,uM,0.0,4.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,66187,CO[Si](C)(C)OC,CO[Si](C)(C)OC,C4H12O2Si,120.22,0.0,,AC50,uM,0.0,4.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,66204,Cl[Nd](Cl)Cl,Cl[Nd](Cl)Cl,Cl3Nd,250.6,0.0,,AC50,uM,0.0,4.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,66245,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O.Cl,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O.Cl,C12H21ClN2O3S,308.83,0.0,,AC50,uM,0.0,4.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,66247,CC[N+]1(CCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)CC.[Br-],CC[N+]1(CCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)CC.[Br-],C22H28BrNO3,434.4,0.0,,AC50,uM,0.0,4.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,66264,CCNC(C)CC1=CC(=CC=C1)C(F)(F)F.Cl,CCN[C@@H](C)CC1=CC(=CC=C1)C(F)(F)F.Cl,C12H17ClF3N,267.72,0.0,,AC50,uM,0.0,4.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,66280,CCCCCCCCCCCCS(=O)(=O)Cl,CCCCCCCCCCCCS(=O)(=O)Cl,C12H25ClO2S,268.84,0.0,,AC50,uM,0.0,4.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,66308,C(C(C(C(C=O)O)O)O)O,C([C@H]([C@H]([C@@H](C=O)O)O)O)O,C5H10O5,150.13,0.0,,AC50,uM,0.0,4.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,66320,[Li+].[Li+].[O-]S(=O)(=O)[O-],[Li+].[Li+].[O-]S(=O)(=O)[O-],Li2O4S,110.0,0.0,,AC50,uM,0.0,4.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,66357,CC(=C)C(=O)OCCOC1=CC=CC=C1,CC(=C)C(=O)OCCOC1=CC=CC=C1,C12H14O3,206.24,0.0,,AC50,uM,0.0,4.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,66449,C1=CC(=CC=C1CCN)O.Cl,C1=CC(=CC=C1CCN)O.Cl,C8H12ClNO,173.64,0.0,,AC50,uM,0.0,4.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,66461,CCCCC(CN1C=NC=N1)(C2=C(C=C(C=C2)Cl)Cl)O,CCCCC(CN1C=NC=N1)(C2=C(C=C(C=C2)Cl)Cl)O,C14H17Cl2N3O,314.2,1.0,43.6198,AC50,uM,3.0,3.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,66491,C1=CC2=C3C(=C1)C(=O)NC(=O)C3=CC=C2,C1=CC2=C3C(=C1)C(=O)NC(=O)C3=CC=C2,C12H7NO2,197.19,0.0,,AC50,uM,0.0,4.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,66494,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O)C(=O)O,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O)C(=O)O,C20H16O4,320.3,0.0,,AC50,uM,0.0,8.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,66569,CC1=COC2=CC=CC=C2C1=O,CC1=COC2=CC=CC=C2C1=O,C10H8O2,160.17,0.0,,AC50,uM,0.0,4.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,66571,CCOC1=CC(=C(C=C1N2CCOCC2)OCC)[N+](=O)[O-],CCOC1=CC(=C(C=C1N2CCOCC2)OCC)[N+](=O)[O-],C14H20N2O5,296.32,1.0,15.4845,AC50,uM,1.0,4.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
Tox21,off-target-safety,66573,CCN1C2=C(C=C(C=C2)[N+](=O)[O-])C3=CC=CC=C31,CCN1C2=C(C=C(C=C2)[N+](=O)[O-])C3=CC=CC=C31,C14H12N2O2,240.26,0.0,,AC50,uM,0.0,4.0,"RealTime-Glo MT Cell Viability + CellTox Green Cytotoxicity, HEK293 & HepG2, 40h exposure (qHTS)"
