source,biological_context,cid,canonical_smiles,isomeric_smiles,molecular_formula,molecular_weight,cytotoxic_label,potency_value,potency_metric,potency_unit,n_assays_active,n_assays_tested,assay_description
ToxCast,off-target-safety,7918,CC(=O)OC(=O)C,CC(=O)OC(=O)C,C4H6O3,102.09,0.0,1000.0,burst_median_AC50,uM,0.0,67.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7921,CC1CCC(=O)O1,CC1CCC(=O)O1,C5H8O2,100.12,1.0,1000.0,burst_median_AC50,uM,1.0,67.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7922,C1CC(=O)OC1=O,C1CC(=O)OC1=O,C4H4O3,100.07,0.0,1000.0,burst_median_AC50,uM,0.0,66.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7923,C1=CC(=O)OC1=O,C1=CC(=O)OC1=O,C4H2O3,98.06,0.0,1000.0,burst_median_AC50,uM,0.0,68.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7924,CC1COC(=O)O1,CC1COC(=O)O1,C4H6O3,102.09,1.0,30.9793788267922,burst_median_AC50,uM,6.0,70.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7929,CC1=CC(=CC=C1)C,CC1=CC(=CC=C1)C,C8H10,106.16,0.0,1000.0,burst_median_AC50,uM,0.0,72.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7932,C1=CC(=CC(=C1)Cl)N,C1=CC(=CC(=C1)Cl)N,C6H6ClN,127.57,1.0,27.9278149259223,burst_median_AC50,uM,4.0,71.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7933,C1=CC(=CC(=C1)Cl)O,C1=CC(=CC(=C1)Cl)O,C6H5ClO,128.55,0.0,1000.0,burst_median_AC50,uM,0.0,70.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7934,CC1=CC(=CC=C1)N,CC1=CC(=CC=C1)N,C7H9N,107.15,1.0,1000.0,burst_median_AC50,uM,1.0,88.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7935,C1=CC(=CC(=C1)N)N,C1=CC(=CC(=C1)N)N,C6H8N2,108.14,0.0,1000.0,burst_median_AC50,uM,0.0,82.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7937,CC1=NC(=CC=C1)C,CC1=NC(=CC=C1)C,C7H9N,107.15,0.0,1000.0,burst_median_AC50,uM,0.0,38.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7940,C1CC(=O)OC(=O)C1,C1CC(=O)OC(=O)C1,C5H6O3,114.1,0.0,1000.0,burst_median_AC50,uM,0.0,68.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7943,COC(=O)CC(=O)OC,COC(=O)CC(=O)OC,C5H8O4,132.11,0.0,1000.0,burst_median_AC50,uM,0.0,88.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7944,CC(CCl)OC(C)CCl,CC(CCl)OC(C)CCl,C6H12Cl2O,171.06,0.0,1000.0,burst_median_AC50,uM,0.0,69.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7945,CCOC(=O)CC(C)C,CCOC(=O)CC(C)C,C7H14O2,130.18,0.0,1000.0,burst_median_AC50,uM,0.0,67.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7946,CC(COC)OC(=O)C,CC(COC)OC(=O)C,C6H12O3,132.16,0.0,1000.0,burst_median_AC50,uM,0.0,70.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7947,CC1=CC(=CC(=C1)C)C,CC1=CC(=CC(=C1)C)C,C9H12,120.19,0.0,1000.0,burst_median_AC50,uM,0.0,82.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7948,CC1=CC(=CC(=C1)O)C,CC1=CC(=CC(=C1)O)C,C8H10O,122.16,1.0,1000.0,burst_median_AC50,uM,1.0,70.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7949,CC1=CC(=CC(=C1)N)C,CC1=CC(=CC(=C1)N)C,C8H11N,121.18,0.0,1000.0,burst_median_AC50,uM,0.0,67.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7950,C1=C(C=C(C=C1Cl)Cl)Cl,C1=C(C=C(C=C1Cl)Cl)Cl,C6H3Cl3,181.4,0.0,1000.0,burst_median_AC50,uM,0.0,69.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7952,CN1CN(CN(C1)C)C,CN1CN(CN(C1)C)C,C6H15N3,129.2,1.0,1000.0,burst_median_AC50,uM,1.0,43.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7955,C1(=NC(=NC(=N1)N)N)N,C1(=NC(=NC(=N1)N)N)N,C3H6N6,126.12,0.0,1000.0,burst_median_AC50,uM,0.0,68.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7956,C1(=O)NC(=O)NC(=O)N1,C1(=O)NC(=O)NC(=O)N1,C3H3N3O3,129.07,0.0,1000.0,burst_median_AC50,uM,0.0,87.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7957,CC(C)CC(CC(C)C)O,CC(C)CC(CC(C)C)O,C9H20O,144.25,0.0,1000.0,burst_median_AC50,uM,0.0,65.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7958,CC(C)CC(=O)CC(C)C,CC(C)CC(=O)CC(C)C,C9H18O,142.24,0.0,1000.0,burst_median_AC50,uM,0.0,69.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7961,C1=CC=C(C=C1)Br,C1=CC=C(C=C1)Br,C6H5Br,157.01,0.0,1000.0,burst_median_AC50,uM,0.0,68.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7962,CC1CCCCC1,CC1CCCCC1,C7H14,98.19,0.0,1000.0,burst_median_AC50,uM,0.0,45.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7963,CC1=CC=NC=C1,CC1=CC=NC=C1,C6H7N,93.13,0.0,1000.0,burst_median_AC50,uM,0.0,69.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7964,C1=CC=C(C=C1)Cl,C1=CC=C(C=C1)Cl,C6H5Cl,112.55,0.0,1000.0,burst_median_AC50,uM,0.0,59.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7965,C1CCC(CC1)N,C1CCC(CC1)N,C6H13N,99.17,0.0,1000.0,burst_median_AC50,uM,0.0,84.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7966,C1CCC(CC1)O,C1CCC(CC1)O,C6H12O,100.16,1.0,1000.0,burst_median_AC50,uM,1.0,84.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7967,C1CCC(=O)CC1,C1CCC(=O)CC1,C6H10O,98.14,0.0,1000.0,burst_median_AC50,uM,0.0,83.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7969,C1=CC=C(C=C1)S,C1=CC=C(C=C1)S,C6H6S,110.18,1.0,32.2414560177113,burst_median_AC50,uM,7.0,70.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7970,CC1=CN=CC=C1,CC1=CN=CC=C1,C6H7N,93.13,1.0,1000.0,burst_median_AC50,uM,1.0,84.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7973,C1=CC=NC(=C1)Br,C1=CC=NC(=C1)Br,C5H4BrN,158.0,1.0,1000.0,burst_median_AC50,uM,1.0,44.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7975,CC1=CC=CC=N1,CC1=CC=CC=N1,C6H7N,93.13,0.0,1000.0,burst_median_AC50,uM,0.0,65.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7976,CC1=NC=CN=C1,CC1=NC=CN=C1,C5H6N2,94.11,0.0,1000.0,burst_median_AC50,uM,0.0,54.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7977,C1=CC=NC(=C1)Cl,C1=CC=NC(=C1)Cl,C5H4ClN,113.54,1.0,1000.0,burst_median_AC50,uM,2.0,69.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7979,CC(=C)C(=O)OCCOCCOCCOC(=O)C(=C)C,CC(=C)C(=O)OCCOCCOCCOC(=O)C(=C)C,C14H22O6,286.32,1.0,1000.0,burst_median_AC50,uM,3.0,81.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7980,CC(=C)C(=O)OCCOCCOCCOCCOC(=O)C(=C)C,CC(=C)C(=O)OCCOCCOCCOCCOC(=O)C(=C)C,C16H26O7,330.37,1.0,1000.0,burst_median_AC50,uM,1.0,82.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7984,C1CCCCCCCC(=O)OCCCCCCC1,C1CCCCCCCC(=O)OCCCCCCC1,C16H30O2,254.41,1.0,34.0580034373933,burst_median_AC50,uM,12.0,67.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7985,CCCCCCOC(=O)CCCCCCCC(=O)OCCCCCC,CCCCCCOC(=O)CCCCCCCC(=O)OCCCCCC,C21H40O4,356.5,1.0,1000.0,burst_median_AC50,uM,1.0,70.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7986,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,C18H34O4,314.5,0.0,1000.0,burst_median_AC50,uM,0.0,88.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7991,CCCCC(=O)O,CCCCC(=O)O,C5H10O2,102.13,1.0,1000.0,burst_median_AC50,uM,2.0,71.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7993,CN(C)CCCN,CN(C)CCCN,C5H14N2,102.18,0.0,1000.0,burst_median_AC50,uM,0.0,69.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8001,C(CBr)CBr,C(CBr)CBr,C3H6Br2,201.89,0.0,1000.0,burst_median_AC50,uM,0.0,70.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8003,CCCCC,CCCCC,C5H12,72.15,0.0,1000.0,burst_median_AC50,uM,0.0,64.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8005,CCCCCl,CCCCCl,C4H9Cl,92.57,0.0,1000.0,burst_median_AC50,uM,0.0,65.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8007,CCCCN,CCCCN,C4H11N,73.14,1.0,1000.0,burst_median_AC50,uM,1.0,70.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8010,C(C#N)C#N,C(C#N)C#N,C3H2N2,66.06,1.0,54.7430992698695,burst_median_AC50,uM,8.0,72.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8011,C(CO)C#N,C(CO)C#N,C3H5NO,71.08,1.0,1000.0,burst_median_AC50,uM,1.0,43.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8012,CCCCS,CCCCS,C4H10S,90.19,1.0,65.5275760161235,burst_median_AC50,uM,4.0,68.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8016,CNCCO,CNCCO,C3H9NO,75.11,0.0,1000.0,burst_median_AC50,uM,0.0,69.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8017,C(CO)NN,C(CO)NN,C2H8N2O,76.1,0.0,1000.0,burst_median_AC50,uM,0.0,62.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8019,COCCO,COCCO,C3H8O2,76.09,0.0,1000.0,burst_median_AC50,uM,0.0,86.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8021,CCNCC,CCNCC,C4H11N,73.14,1.0,1000.0,burst_median_AC50,uM,2.0,65.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8026,CCON=O,CCON=O,C2H5NO2,75.07,0.0,1000.0,burst_median_AC50,uM,0.0,14.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8027,C1=CNC=C1,C1=CNC=C1,C4H5N,67.09,1.0,1000.0,burst_median_AC50,uM,1.0,44.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8028,C1CCOC1,C1CCOC1,C4H8O,72.11,0.0,1000.0,burst_median_AC50,uM,0.0,66.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8029,C1=COC=C1,C1=COC=C1,C4H4O,68.07,0.0,1000.0,burst_median_AC50,uM,0.0,67.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8030,C1=CSC=C1,C1=CSC=C1,C4H4S,84.14,0.0,1000.0,burst_median_AC50,uM,0.0,67.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8031,CC(C)(CCC(C)(C)O)O,CC(C)(CCC(C)(C)O)O,C8H18O2,146.23,0.0,1000.0,burst_median_AC50,uM,0.0,70.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8033,CC(C)(C)OOC(C)(C)C,CC(C)(C)OOC(C)(C)C,C8H18O2,146.23,1.0,1000.0,burst_median_AC50,uM,1.0,88.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8037,CN(C)CCN(C)C,CN(C)CCN(C)C,C6H16N2,116.2,0.0,1000.0,burst_median_AC50,uM,0.0,66.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8038,CC(C)COC(=O)C,CC(C)COC(=O)C,C6H12O2,116.16,0.0,1000.0,burst_median_AC50,uM,0.0,65.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8039,C(=O)(N)NNC(=O)N,C(=O)(N)NNC(=O)N,C2H6N4O2,118.1,0.0,1000.0,burst_median_AC50,uM,0.0,69.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8041,C=CC(=O)NCNC(=O)C=C,C=CC(=O)NCNC(=O)C=C,C7H10N2O2,154.17,1.0,1000.0,burst_median_AC50,uM,1.0,88.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8042,CCCCCCCCCCCCCC(=O)OC(C)C,CCCCCCCCCCCCCC(=O)OC(C)C,C17H34O2,270.5,1.0,1000.0,burst_median_AC50,uM,1.0,73.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8046,CCCCCCOC(=O)CCCCC(=O)OCCCCCC,CCCCCCOC(=O)CCCCC(=O)OCCCCCC,C18H34O4,314.5,0.0,1000.0,burst_median_AC50,uM,0.0,83.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8048,CCCCCCCCCC(=O)OCC,CCCCCCCCCC(=O)OCC,C12H24O2,200.32,1.0,40.0,burst_median_AC50,uM,8.0,84.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8049,CCOC(=O)CCCCCCCCC(=O)OCC,CCOC(=O)CCCCCCCCC(=O)OCC,C14H26O4,258.35,1.0,1000.0,burst_median_AC50,uM,1.0,79.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8050,CCCCCCCCCC(=O)OC,CCCCCCCCCC(=O)OC,C11H22O2,186.29,0.0,1000.0,burst_median_AC50,uM,0.0,70.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8051,CCCCCC(=O)C,CCCCCC(=O)C,C7H14O,114.19,1.0,45.8685492794085,burst_median_AC50,uM,12.0,72.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8053,CC(C)CCON=O,CC(C)CCON=O,C5H11NO2,117.15,0.0,1000.0,burst_median_AC50,uM,0.0,64.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8056,C(CCBr)CBr,C(CCBr)CBr,C4H8Br2,215.91,0.0,1000.0,burst_median_AC50,uM,0.0,67.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8057,CCCCCBr,CCCCCBr,C5H11Br,151.04,1.0,66.0429916869986,burst_median_AC50,uM,5.0,67.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8058,CCCCCC,CCCCCC,C6H14,86.18,0.0,1000.0,burst_median_AC50,uM,0.0,69.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8061,CCCCC#N,CCCCC#N,C5H9N,83.13,0.0,1000.0,burst_median_AC50,uM,0.0,66.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8062,C(CC#N)C#N,C(CC#N)C#N,C4H4N2,80.09,0.0,1000.0,burst_median_AC50,uM,0.0,61.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8063,CCCCC=O,CCCCC=O,C5H10O,86.13,0.0,1000.0,burst_median_AC50,uM,0.0,88.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8064,C(CCO)CO,C(CCO)CO,C4H10O2,90.12,0.0,1000.0,burst_median_AC50,uM,0.0,78.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8065,C(C=CCO)O,C(C=CCO)O,C4H8O2,88.11,0.0,1000.0,burst_median_AC50,uM,0.0,69.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8072,CCNCCO,CCNCCO,C4H11NO,89.14,0.0,1000.0,burst_median_AC50,uM,0.0,69.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8076,CCOCCO,CCOCCO,C4H10O2,90.12,0.0,1000.0,burst_median_AC50,uM,0.0,85.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8078,C1CCCCC1,C1CCCCC1,C6H12,84.16,0.0,1000.0,burst_median_AC50,uM,0.0,65.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8080,C1CC=COC1,C1CC=COC1,C5H8O,84.12,0.0,1000.0,burst_median_AC50,uM,0.0,70.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8081,C1OCOCO1,C1OCOCO1,C3H6O3,90.08,0.0,1000.0,burst_median_AC50,uM,0.0,70.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8082,C1CCNCC1,C1CCNCC1,C5H11N,85.15,0.0,1000.0,burst_median_AC50,uM,0.0,61.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8083,C1COCCN1,C1COCCN1,C4H9NO,87.12,0.0,1000.0,burst_median_AC50,uM,0.0,65.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8084,CN(C)CCCN(C)C,CN(C)CCCN(C)C,C7H18N2,130.23,0.0,1000.0,burst_median_AC50,uM,0.0,65.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8085,CC(C)CNCC(C)C,CC(C)CNCC(C)C,C8H19N,129.24,0.0,1000.0,burst_median_AC50,uM,0.0,70.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8086,CC(CNCC(C)O)O,CC(CNCC(C)O)O,C6H15NO2,133.19,1.0,1000.0,burst_median_AC50,uM,2.0,73.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8087,CC(COCC(C)O)O,CC(COCC(C)O)O,C6H14O3,134.17,0.0,1000.0,burst_median_AC50,uM,0.0,66.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8088,C(C(=O)O)OCC(=O)O,C(C(=O)O)OCC(=O)O,C4H6O5,134.09,0.0,1000.0,burst_median_AC50,uM,0.0,67.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8089,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,C30H62,422.8,0.0,1000.0,burst_median_AC50,uM,0.0,64.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8091,CCCCCCCC(=O)OC,CCCCCCCC(=O)OC,C9H18O2,158.24,1.0,1000.0,burst_median_AC50,uM,2.0,83.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8092,CCCCCC#CC(=O)OC,CCCCCC#CC(=O)OC,C9H14O2,154.21,1.0,1000.0,burst_median_AC50,uM,2.0,68.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,8094,CCCCCCC(=O)O,CCCCCCC(=O)O,C7H14O2,130.18,0.0,1000.0,burst_median_AC50,uM,0.0,84.0,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
