source,biological_context,cid,canonical_smiles,isomeric_smiles,molecular_formula,molecular_weight,cytotoxic_label,potency_value,potency_metric,potency_unit,n_assays_active,n_assays_tested,potency_um,cytotox_median_um,cytotox_lower_bound_um,nhit,ntested,dtxsid,casrn,name,assay_description
ToxCast,off-target-safety,84029,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,C38H69NO13,748.0,1,1000.0,burst_median_AC50,uM,1,66,1000.0,1000.0,1000.0,1,66,DTXSID3022829,81103-11-9,Clarithromycin,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,84088,CCN(CC)CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)O,CCN(CC)CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)O,C27H41NO6,475.6,1,1000.0,burst_median_AC50,uM,1,50,1000.0,1000.0,1000.0,1,50,DTXSID1057824,76-47-1,Hydrocortamate,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,84096,C[N+](C)(C)CCCNS(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F.[I-],C[N+](C)(C)CCCNS(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F.[I-],C14H16F17IN2O2S,726.23,1,60.0,burst_median_AC50,uM,12,16,60.0,60.0,10.662388529034,12,16,DTXSID8051419,1652-63-7,"N-[(Perfluorooctylsulfonamido)propyl]-N,N,N-trimethylammonium iodide","ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,84098,CS(=O)(=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C2=C(ON=C2)C3CC3,CS(=O)(=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C2=C(ON=C2)C3CC3,C15H12F3NO4S,359.3,0,1000.0,burst_median_AC50,uM,0,79,1000.0,1000.0,1000.0,0,79,DTXSID5034723,141112-29-0,Isoxaflutole,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,84571,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O,C12H22O11,342.3,0,1000.0,burst_median_AC50,uM,0,69,1000.0,1000.0,1000.0,0,69,DTXSID2023193,63-42-3,Lactose,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,84605,CNC(=O)OCC[N+](C)(C)C.[Cl-],CNC(=O)OCC[N+](C)(C)C.[Cl-],C7H17ClN2O2,196.67,0,1000.0,burst_median_AC50,uM,0,14,1000.0,1000.0,1000.0,0,14,DTXSID2045789,14721-76-7,Methylcarbamylcholine chloride,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,84658,CCO[Si](CCCS)(OCC)OCC,CCO[Si](CCCS)(OCC)OCC,C9H22O3SSi,238.42,1,41.071432843893,burst_median_AC50,uM,4,70,41.071432843893,41.071432843893,7.29865957376191,4,70,DTXSID7044479,14814-09-6,3-(Triethoxysilyl)propane-1-thiol,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,84677,C1=CC(=CC=C1C(=C(Cl)Cl)C2=CC=C(C=C2)O)O,C1=CC(=CC=C1C(=C(Cl)Cl)C2=CC=C(C=C2)O)O,C14H10Cl2O2,281.1,1,59.4958283910997,burst_median_AC50,uM,24,69,59.4958283910997,59.4958283910997,10.5727939693773,24,69,DTXSID5022485,14868-03-2,"Bis(4-hydroxyphenyl)-2,2-dichloroethylene","ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,84704,CCCCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)O,CCCCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)O,C17H38NO3S+,336.6,1,53.7515347399136,burst_median_AC50,uM,11,68,53.7515347399136,53.7515347399136,9.55199579048043,11,68,DTXSID6049222,14933-08-5,3-(Dodecyldimethylammonio)propanesulfonate,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,84733,C(COCCS)OCCS,C(COCCS)OCCS,C6H14O2S2,182.3,1,31.1275834894657,burst_median_AC50,uM,4,67,31.1275834894657,31.1275834894657,5.53157315224377,4,67,DTXSID9044588,14970-87-7,"2,2'-[Ethane-1,2-diylbis(oxy)]diethanethiol","ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,84746,CC(C)(C)C1=CC2=C(C=C1)C(=C(C=C2)C(C)(C)C)S(=O)(=O)O,CC(C)(C)C1=CC2=C(C=C1)C(=C(C=C2)C(C)(C)C)S(=O)(=O)O,C18H24O3S,320.4,1,57.3623090245331,burst_median_AC50,uM,1,14,57.3623090245331,57.3623090245331,10.1936537623681,1,14,DTXSID8046905,14992-59-7,Sodium dibunate,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,84872,CC(=C)O[Si](C=C)(OC(=C)C)OC(=C)C,CC(=C)O[Si](C=C)(OC(=C)C)OC(=C)C,C11H18O3Si,226.34,0,1000.0,burst_median_AC50,uM,0,69,1000.0,1000.0,1000.0,0,69,DTXSID3044839,15332-99-7,Ethenyl[tris(prop-1-en-2-yloxy)]silane,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,85025,C1=CC=C(C=C1)C[N+]2=CC=CC3=CC=CC=C32.[Cl-],C1=CC=C(C=C1)C[N+]2=CC=CC3=CC=CC=C32.[Cl-],C16H14ClN,255.74,1,46.8418969448113,burst_median_AC50,uM,10,84,46.8418969448113,46.8418969448113,8.32410841104247,10,84,DTXSID8044593,15619-48-4,1-Benzylquinolinium chloride,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,85178,C[Si](NC1CCCCC1)(NC2CCCCC2)NC3CCCCC3,C[Si](NC1CCCCC1)(NC2CCCCC2)NC3CCCCC3,C19H39N3Si,337.6,1,30.8614323629021,burst_median_AC50,uM,7,67,30.8614323629021,30.8614323629021,5.48427637359609,7,67,DTXSID2044842,15901-40-3,"N,N',N''-Tricyclohexyl-1-methylsilanetriamine","ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,85192,CCCCCCCCOCCCN,CCCCCCCCOCCCN,C11H25NO,187.32,1,33.0652475449157,burst_median_AC50,uM,13,67,33.0652475449157,33.0652475449157,5.87590860220963,13,67,DTXSID2044844,15930-66-2,3-(Octyloxy)propan-1-amine,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,85335,CCCCOC(=O)CCS,CCCCOC(=O)CCS,C7H14O2S,162.25,0,1000.0,burst_median_AC50,uM,0,65,1000.0,1000.0,1000.0,0,65,DTXSID7044845,16215-21-7,Butyl 3-mercaptopropionate,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,85505,C1=CC(=C(C=C1C=O)[N+](=O)[O-])Cl,C1=CC(=C(C=C1C=O)[N+](=O)[O-])Cl,C7H4ClNO3,185.56,1,44.1433428436789,burst_median_AC50,uM,13,69,44.1433428436789,44.1433428436789,7.8445578728276,13,69,DTXSID2044846,16588-34-4,4-Chloro-3-nitrobenzaldehyde,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,85542,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)N,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)N,C16H17ClN2O4S,368.8,1,25.7098895825009,burst_median_AC50,uM,5,52,25.7098895825009,25.7098895825009,4.56881386278646,5,52,DTXSID1057660,16673-34-0,N-(2-(4-sulfamoyl)phenyl)ethyl-5-chloro-2-methoxybenzamide,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,85624,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)Cl,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)Cl,C11H8ClNO2,221.64,1,1000.0,burst_median_AC50,uM,2,52,1000.0,1000.0,1000.0,2,52,DTXSID6057663,16883-16-2,3-Phenyl-5-methylisoxazole-4-carbonyl chloride,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,85821,CCCCCCC(C)NC1=CC=C(C=C1)NC2=CC=CC=C2,CCCCCCC(C)NC1=CC=C(C=C1)NC2=CC=CC=C2,C20H28N2,296.4,1,46.0975713682589,burst_median_AC50,uM,40,70,46.0975713682589,46.0975713682589,8.19183693622081,40,70,DTXSID0027771,15233-47-3,"N-(1-Methylheptyl)-N'-phenyl-1,4-benzenediamine","ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,85979,CC(CC=O)C1=CC=CC=C1,CC(CC=O)C1=CC=CC=C1,C10H12O,148.2,1,1000.0,burst_median_AC50,uM,3,71,1000.0,1000.0,1000.0,3,71,DTXSID4047098,16251-77-7,3-Phenylbutyraldehyde,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,86013,CCOC1=CC2=C(C=C1)NC(CC2C)(C)C,CCOC1=CC2=C(C=C1)NC(CC2C)(C)C,C14H21NO,219.32,1,33.2216220426071,burst_median_AC50,uM,8,70,33.2216220426071,33.2216220426071,5.90369736304995,8,70,DTXSID6042365,16489-90-0,"6-Ethoxy-2,3,4-trimethyl-1,2,3,4-tetrahydroquinoline","ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,86015,CC=CC=CCOC(=O)C(C)C,CC=CC=CCOC(=O)C(C)C,C10H16O2,168.23,1,61.3220816127972,burst_median_AC50,uM,22,70,61.3220816127972,61.3220816127972,10.8973309927462,22,70,DTXSID4047414,16491-24-0,"Hexa-2,4-dienyl isobutyrate","ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,86132,CC(C1CC1)C(CN2C=NC=N2)(C3=CC=C(C=C3)Cl)O,CC(C1CC1)C(CN2C=NC=N2)(C3=CC=C(C=C3)Cl)O,C15H18ClN3O,291.77,1,40.7182253696594,burst_median_AC50,uM,8,87,40.7182253696594,40.7182253696594,7.23589231840128,8,87,DTXSID0032601,94361-06-5,Cyproconazole,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,86137,CC(C)C1(C(=O)NC(=N1)C2=C(C=C(C=N2)COC)C(=O)O)C,CC(C)C1(C(=O)NC(=N1)C2=C(C=C(C=N2)COC)C(=O)O)C,C15H19N3O4,305.33,0,1000.0,burst_median_AC50,uM,0,85,1000.0,1000.0,1000.0,0,85,DTXSID3034664,114311-32-9,Imazamox,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,86160,CCCN(CC)CC1COC2(O1)CCC(CC2)C(C)(C)C,CCCN(CC)CC1COC2(O1)CCC(CC2)C(C)(C)C,C18H35NO2,297.5,1,52.2924412682617,burst_median_AC50,uM,10,84,52.2924412682617,52.2924412682617,9.29270543223161,10,84,DTXSID1034212,118134-30-8,Spiroxamine,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,86173,CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl,CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl,C19H17Cl2N3O3,406.3,1,39.9171013114596,burst_median_AC50,uM,66,88,39.9171013114596,39.9171013114596,7.09352738559324,66,88,DTXSID4032372,119446-68-3,Difenoconazole,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,86210,CC1(CCC(C1(CN2C=NC=N2)O)CC3=CC=C(C=C3)Cl)C,CC1(CCC(C1(CN2C=NC=N2)O)CC3=CC=C(C=C3)Cl)C,C17H22ClN3O,319.8,1,50.8463315845258,burst_median_AC50,uM,32,68,50.8463315845258,50.8463315845258,9.03572237717177,32,68,DTXSID4034497,125116-23-6,Metconazole,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,86211,CC(C)C1CCC(C1(CN2C=NC=N2)O)CC3=CC=C(C=C3)Cl,CC(C)C1CCC(C1(CN2C=NC=N2)O)CC3=CC=C(C=C3)Cl,C18H24ClN3O,333.9,1,44.1679565676252,burst_median_AC50,uM,68,73,44.1679565676252,44.1679565676252,7.84893189095863,68,73,DTXSID7034674,125225-28-7,Ipconazole,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,86222,CCOC(=O)C(CC1=CC(=C(C=C1Cl)F)N2C(=O)N(C(=N2)C)C(F)F)Cl,CCOC(=O)C(CC1=CC(=C(C=C1Cl)F)N2C(=O)N(C(=N2)C)C(F)F)Cl,C15H14Cl2F3N3O3,412.2,1,35.3000160565957,burst_median_AC50,uM,7,83,35.3000160565957,35.3000160565957,6.2730414379427,7,83,DTXSID4032532,128639-02-1,Carfentrazone-ethyl,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,86266,CC(C)(C(=O)C1=CC=C(C=C1)OCCO)O,CC(C)(C(=O)C1=CC=C(C=C1)OCCO)O,C12H16O4,224.25,0,1000.0,burst_median_AC50,uM,0,70,1000.0,1000.0,1000.0,0,70,DTXSID6044777,106797-53-9,2-Hydroxy-1-[4-(2-hydroxyethoxy)phenyl]-2-methylpropan-1-one,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,86296,CC#CC1=NC(=NC(=C1)C)NC2=CC=CC=C2,CC#CC1=NC(=NC(=C1)C)NC2=CC=CC=C2,C14H13N3,223.27,1,21.777427321804,burst_median_AC50,uM,9,87,21.777427321804,21.777427321804,3.86998985446457,9,87,DTXSID4042121,110235-47-7,Mepanipyrim,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,86298,COC1=C(C=C(C=C1)C(=CC(=O)N2CCOCC2)C3=CC=C(C=C3)Cl)OC,COC1=C(C=C(C=C1)C(=CC(=O)N2CCOCC2)C3=CC=C(C=C3)Cl)OC,C21H22ClNO4,387.9,1,26.8049373393949,burst_median_AC50,uM,12,86,26.8049373393949,26.8049373393949,4.76341094015065,12,86,DTXSID7034545,110488-70-5,Dimethomorph,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,86302,COCCCOCCCOC,COCCCOCCCOC,C8H18O3,162.23,1,55.8880249070909,burst_median_AC50,uM,4,66,55.8880249070909,55.8880249070909,9.93166392799552,4,66,DTXSID0042327,111109-77-4,Dipropylene glycol dimethyl ether,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,86354,CCC1=NN(C(=C1Cl)C(=O)NCC2=CC=C(C=C2)C(C)(C)C)C,CCC1=NN(C(=C1Cl)C(=O)NCC2=CC=C(C=C2)C(C)(C)C)C,C18H24ClN3O,333.9,1,40.0,burst_median_AC50,uM,65,86,40.0,40.0,7.10825901935599,65,86,DTXSID0034223,119168-77-3,Tebufenpyrad,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,86367,CC1=CC(=NC(=N1)NC2=CC=CC=C2)C3CC3,CC1=CC(=NC(=N1)NC2=CC=CC=C2)C3CC3,C14H15N3,225.29,1,54.9456377474458,burst_median_AC50,uM,43,86,54.9456377474458,54.9456377474458,9.76419562731371,43,86,DTXSID1032359,121552-61-2,Cyprodinil,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,86369,CC1=NN(C(=O)N1C(F)F)C2=C(C=C(C(=C2)NS(=O)(=O)C)Cl)Cl,CC1=NN(C(=O)N1C(F)F)C2=C(C=C(C(=C2)NS(=O)(=O)C)Cl)Cl,C11H10Cl2F2N4O3S,387.2,0,1000.0,burst_median_AC50,uM,0,87,1000.0,1000.0,1000.0,0,87,DTXSID6032645,122836-35-5,Sulfentrazone,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,86398,C1=CC(=C2C(=C1)OC(O2)(F)F)C3=CNC=C3C#N,C1=CC(=C2C(=C1)OC(O2)(F)F)C3=CNC=C3C#N,C12H6F2N2O2,248.18,1,19.3924209995609,burst_median_AC50,uM,32,86,19.3924209995609,19.3924209995609,3.44615878693194,32,86,DTXSID2032398,131341-86-1,Fludioxonil,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,86412,CSC(=O)C1=C2C(=CC=C1)N=NS2,CSC(=O)C1=C2C(=CC=C1)N=NS2,C8H6N2OS2,210.3,1,1000.0,burst_median_AC50,uM,2,86,1000.0,1000.0,1000.0,2,86,DTXSID1032519,135158-54-2,Acibenzolar-S-methyl,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,86418,C1CN(C(=N1)N[N+](=O)[O-])CC2=CN=C(C=C2)Cl,C1CN(C(=N1)N[N+](=O)[O-])CC2=CN=C(C=C2)Cl,C9H10ClN5O2,255.66,0,1000.0,burst_median_AC50,uM,0,88,1000.0,1000.0,1000.0,0,88,DTXSID5032442,138261-41-3,Imidacloprid,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,86443,CC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC3COC3)C,CC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC3COC3)C,C17H18N4O6S,406.4,0,1000.0,burst_median_AC50,uM,0,14,1000.0,1000.0,1000.0,0,14,DTXSID4034364,144651-06-9,Oxasulfuron,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,86453,CCOC1=NC(=CC2=NC(=NN21)S(=O)(=O)NC3=C(C=CC=C3Cl)C(=O)OC)F,CCOC1=NC(=CC2=NC(=NN21)S(=O)(=O)NC3=C(C=CC=C3Cl)C(=O)OC)F,C15H13ClFN5O5S,429.8,1,1000.0,burst_median_AC50,uM,1,54,1000.0,1000.0,1000.0,1,54,DTXSID8034372,147150-35-4,Cloransulam-methyl,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,86607,CCC(C)OC(=O)C1=CC=C(C=C1)O,CCC(C)OC(=O)C1=CC=C(C=C1)O,C11H14O3,194.23,1,65.3962548736187,burst_median_AC50,uM,11,70,65.3962548736187,65.3962548736187,11.6213379634376,11,70,DTXSID5044607,17696-61-6,sec-Butylparaben,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,86736,CCCCCCC1CCOC1=O,CCCCCCC1CCOC1=O,C10H18O2,170.25,1,1000.0,burst_median_AC50,uM,1,68,1000.0,1000.0,1000.0,1,68,DTXSID7047437,18436-37-8,alpha-Hexyl-gamma-butyrolactone,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,86749,CCC(C)(CCC=C(C)C)O,CCC(C)(CCC=C(C)C)O,C10H20O,156.26,1,1000.0,burst_median_AC50,uM,1,67,1000.0,1000.0,1000.0,1,67,DTXSID1044809,18479-51-1,"3,7-Dimethyloct-6-en-3-ol","ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,87019,C1=CN=CC=C1CCCC2=CC=NC=C2,C1=CN=CC=C1CCCC2=CC=NC=C2,C13H14N2,198.26,0,1000.0,burst_median_AC50,uM,0,66,1000.0,1000.0,1000.0,0,66,DTXSID6044852,17252-51-6,"4,4'-Propane-1,3-diyldipyridine","ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,87048,COP(=S)(N)OC,COP(=S)(N)OC,C2H8NO2PS,141.13,1,1000.0,burst_median_AC50,uM,1,51,1000.0,1000.0,1000.0,1,51,DTXSID4027789,17321-47-0,"O,O-Dimethyl phosphoramidothioate","ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,87146,CC1=C(C=C(C=C1)NC(=O)N(C)C)NC(=O)N(C)C,CC1=C(C=C(C=C1)NC(=O)N(C)C)NC(=O)N(C)C,C13H20N4O2,264.32,0,1000.0,burst_median_AC50,uM,0,68,1000.0,1000.0,1000.0,0,68,DTXSID0044606,17526-94-2,"3,3'-(4-Methylbenzene-1,3-diyl)bis(1,1-dimethylurea)","ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,87154,C1=CC=C2C(=C1)C(=O)N(C2=O)CCl,C1=CC=C2C(=C1)C(=O)N(C2=O)CCl,C9H6ClNO2,195.6,0,1000.0,burst_median_AC50,uM,0,66,1000.0,1000.0,1000.0,0,66,DTXSID3027790,17564-64-6,"2-(Chloromethyl)-1H-isoindole-1,3(2H)-dione","ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,87244,CC[Si](OC(=O)C)(OC(=O)C)OC(=O)C,CC[Si](OC(=O)C)(OC(=O)C)OC(=O)C,C8H14O6Si,234.28,1,1000.0,burst_median_AC50,uM,1,82,1000.0,1000.0,1000.0,1,82,DTXSID3027792,17689-77-9,Ethyltriacetoxysilane,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,87250,C1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)O,C1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)O,C13H10O3,214.22,1,54.6279139882181,burst_median_AC50,uM,12,72,54.6279139882181,54.6279139882181,9.70773405788386,12,72,DTXSID4047882,17696-62-7,Phenylparaben,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,87293,CCN(CC)C1=CC(=C(C=C1)C=O)O,CCN(CC)C1=CC(=C(C=C1)C=O)O,C11H15NO2,193.24,1,43.7971074744609,burst_median_AC50,uM,3,57,43.7971074744609,43.7971074744609,7.783029605676,3,57,DTXSID5022271,17754-90-4,4-(Diethylamino)salicylaldehyde,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,87323,C(#N)C1=C(C(=C(C(=N1)Cl)Cl)Cl)Cl,C(#N)C1=C(C(=C(C(=N1)Cl)Cl)Cl)Cl,C6Cl4N2,241.9,1,21.4039690932535,burst_median_AC50,uM,60,67,21.4039690932535,21.4039690932535,3.8036239089284,60,67,DTXSID8027795,17824-83-8,"3,4,5,6-Tetrachloropyridine-2-carbonitrile","ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,87329,C=COCCCCO,C=COCCCCO,C6H12O2,116.16,0,1000.0,burst_median_AC50,uM,0,64,1000.0,1000.0,1000.0,0,64,DTXSID6044854,17832-28-9,4-(Ethenyloxy)butan-1-ol,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,87339,CCC[Si](OC(=O)C)(OC(=O)C)OC(=O)C,CCC[Si](OC(=O)C)(OC(=O)C)OC(=O)C,C9H16O6Si,248.3,0,1000.0,burst_median_AC50,uM,0,11,1000.0,1000.0,1000.0,0,11,DTXSID0044608,17865-07-5,Propylsilanetriyl triacetate,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,87367,CCOC(=O)NCCC[Si](OCC)(OCC)OCC,CCOC(=O)NCCC[Si](OCC)(OCC)OCC,C12H27NO5Si,293.43,0,1000.0,burst_median_AC50,uM,0,68,1000.0,1000.0,1000.0,0,68,DTXSID6044856,17945-05-0,Ethyl [3-(triethoxysilyl)propyl]carbamate,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,87425,C1=CC=C(C=C1)C2=NNN=N2,C1=CC=C(C=C1)C2=NNN=N2,C7H6N4,146.15,1,1000.0,burst_median_AC50,uM,1,66,1000.0,1000.0,1000.0,1,66,DTXSID6044858,18039-42-4,5-Phenyl-1H-tetrazole,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
