source,biological_context,cid,canonical_smiles,isomeric_smiles,molecular_formula,molecular_weight,cytotoxic_label,potency_value,potency_metric,potency_unit,n_assays_active,n_assays_tested,potency_um,cytotox_median_um,cytotox_lower_bound_um,nhit,ntested,dtxsid,casrn,name,assay_description
ToxCast,off-target-safety,7251,CC1=C(C=CC(=C1)Cl)N,CC1=C(C=CC(=C1)Cl)N,C7H8ClN,141.6,1,1000.0,burst_median_AC50,uM,3,83,1000.0,1000.0,1000.0,3,83,DTXSID1041508,95-69-2,4-Chloro-2-methylaniline,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7253,CC1=C(C=CC(=C1)O)O,CC1=C(C=CC(=C1)O)O,C7H8O2,124.14,1,61.6139761327377,burst_median_AC50,uM,30,69,61.6139761327377,61.6139761327377,10.9492025390979,30,69,DTXSID4020876,95-71-6,Methylhydroquinone,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7255,CC1=C(C=C(C=C1)N)Cl,CC1=C(C=C(C=C1)N)Cl,C7H8ClN,141.6,1,1000.0,burst_median_AC50,uM,1,70,1000.0,1000.0,1000.0,1,70,DTXSID0020286,95-74-9,3-Chloro-4-methylaniline,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7257,C1=CC(=C(C=C1N)Cl)Cl,C1=CC(=C(C=C1N)Cl)Cl,C6H5Cl2N,162.01,1,20.664937987957,burst_median_AC50,uM,6,72,20.664937987957,20.664937987957,3.67229329593318,6,72,DTXSID7021815,95-76-1,"3,4-Dichloroaniline","ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7258,C1=CC(=C(C=C1O)Cl)Cl,C1=CC(=C(C=C1O)Cl)Cl,C6H4Cl2O,163.0,1,44.5498781981861,burst_median_AC50,uM,7,67,44.5498781981861,44.5498781981861,7.91680183783668,7,67,DTXSID7025005,95-77-2,"3,4-Dichlorophenol","ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7259,CC1=CC(=C(C=C1)C)N,CC1=CC(=C(C=C1)C)N,C8H11N,121.18,0,1000.0,burst_median_AC50,uM,0,68,1000.0,1000.0,1000.0,0,68,DTXSID3026306,95-78-3,"2,5-Dimethylaniline","ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7260,CC1=C(C=C(C=C1)Cl)N,CC1=C(C=C(C=C1)Cl)N,C7H8ClN,141.6,0,1000.0,burst_median_AC50,uM,0,59,1000.0,1000.0,1000.0,0,59,DTXSID5020287,95-79-4,5-Chloro-2-methylaniline,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7261,CC1=C(C=C(C=C1)N)N,CC1=C(C=C(C=C1)N)N,C7H10N2,122.17,0,1000.0,burst_median_AC50,uM,0,88,1000.0,1000.0,1000.0,0,88,DTXSID4020402,95-80-7,"2,4-Diaminotoluene","ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7262,C1=CC(=C(C=C1Cl)N)Cl,C1=CC(=C(C=C1Cl)N)Cl,C6H5Cl2N,162.01,0,1000.0,burst_median_AC50,uM,0,64,1000.0,1000.0,1000.0,0,64,DTXSID6024967,95-82-9,"2,5-Dichloroaniline","ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7263,C1=CC(=C(C=C1Cl)N)N,C1=CC(=C(C=C1Cl)N)N,C6H7ClN2,142.58,1,40.2614352622164,burst_median_AC50,uM,26,82,40.2614352622164,40.2614352622164,7.15471775837168,26,82,DTXSID5020283,95-83-0,"4-Chloro-1,2-diaminobenzene","ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7264,CC1=CC(=C(C=C1)O)N,CC1=CC(=C(C=C1)O)N,C7H9NO,123.15,1,61.8554532763214,burst_median_AC50,uM,23,68,61.8554532763214,61.8554532763214,10.9921145911941,23,68,DTXSID4024488,95-84-1,2-Amino-4-methylphenol,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7265,C1=CC(=C(C=C1Cl)N)O,C1=CC(=C(C=C1Cl)N)O,C6H6ClNO,143.57,1,37.0161896001391,burst_median_AC50,uM,10,68,37.0161896001391,37.0161896001391,6.57801658968449,10,68,DTXSID5024473,95-85-2,2-Amino-4-chlorophenol,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7267,CC1=CC(=C(C=C1)C)O,CC1=CC(=C(C=C1)C)O,C8H10O,122.16,0,1000.0,burst_median_AC50,uM,0,88,1000.0,1000.0,1000.0,0,88,DTXSID6025145,95-87-4,"2,5-Dimethylphenol","ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7268,CCOC(=O)C(=O)OCC,CCOC(=O)C(=O)OCC,C6H10O4,146.14,1,1000.0,burst_median_AC50,uM,1,69,1000.0,1000.0,1000.0,1,69,DTXSID2044472,95-92-1,Diethyl oxalate,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7270,C1=C(C(=CC(=C1Cl)Cl)Cl)Cl,C1=C(C(=CC(=C1Cl)Cl)Cl)Cl,C6H2Cl4,215.9,0,1000.0,burst_median_AC50,uM,0,85,1000.0,1000.0,1000.0,0,85,DTXSID7024320,95-94-3,"1,2,4,5-Tetrachlorobenzene","ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7271,C1=C(C(=CC(=C1Cl)Cl)Cl)O,C1=C(C(=CC(=C1Cl)Cl)Cl)O,C6H3Cl3O,197.4,1,46.10714406399,burst_median_AC50,uM,37,86,46.10714406399,46.10714406399,8.19353806624007,37,86,DTXSID4024359,95-95-4,"2,4,5-Trichlorophenol","ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7272,CC1C(=O)OC(C(=O)O1)C,CC1C(=O)OC(C(=O)O1)C,C6H8O4,144.12,0,1000.0,burst_median_AC50,uM,0,70,1000.0,1000.0,1000.0,0,70,DTXSID7041253,95-96-5,"3,6-Dimethyl-2,5-dioxo-1,4-dioxane","ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7276,C1C(O1)C2=CC=CC=C2,C1C(O1)C2=CC=CC=C2,C8H8O,120.15,0,1000.0,burst_median_AC50,uM,0,84,1000.0,1000.0,1000.0,0,84,DTXSID2021286,96-09-3,Styrene oxide,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7280,C(C(CBr)Br)Cl,C(C(CBr)Br)Cl,C3H5Br2Cl,236.33,0,1000.0,burst_median_AC50,uM,0,69,1000.0,1000.0,1000.0,0,69,DTXSID3020413,96-12-8,"1,2-Dibromo-3-chloropropane","ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7281,C(C(CBr)Br)O,C(C(CBr)Br)O,C3H6Br2O,217.89,0,1000.0,burst_median_AC50,uM,0,62,1000.0,1000.0,1000.0,0,62,DTXSID7021817,96-13-9,"2,3-Dibromopropanol","ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7284,CCC(C)C=O,CCC(C)C=O,C5H10O,86.13,1,4.73480706780553,burst_median_AC50,uM,6,64,4.73480706780553,4.73480706780553,0.841405876115978,6,64,DTXSID2021818,96-17-3,2-Methylbutanal,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7285,C(C(CCl)Cl)Cl,C(C(CCl)Cl)Cl,C3H5Cl3,147.43,0,1000.0,burst_median_AC50,uM,0,81,1000.0,1000.0,1000.0,0,81,DTXSID9021390,96-18-4,"1,2,3-Trichloropropane","ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7289,C(C(CCl)O)Cl,C(C(CCl)O)Cl,C3H6Cl2O,128.98,0,1000.0,burst_median_AC50,uM,0,85,1000.0,1000.0,1000.0,0,85,DTXSID6025010,96-23-1,"1,3-Dichloro-2-propanol","ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7290,C(C(CCl)O)O,C(C(CCl)O)O,C3H7ClO2,110.54,0,1000.0,burst_median_AC50,uM,0,73,1000.0,1000.0,1000.0,0,73,DTXSID4020664,96-24-2,"3-Chloro-1,2-propanediol","ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7293,CNC(=O)NC,CNC(=O)NC,C3H8N2O,88.11,0,1000.0,burst_median_AC50,uM,0,64,1000.0,1000.0,1000.0,0,64,DTXSID5025156,96-31-1,"N,N'-Dimethylurea","ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7294,COC(=O)C=C,COC(=O)C=C,C4H6O2,86.09,0,1000.0,burst_median_AC50,uM,0,70,1000.0,1000.0,1000.0,0,70,DTXSID0024183,96-33-3,Methyl acrylate,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7296,CC1CCCC1,CC1CCCC1,C6H12,84.16,1,1000.0,burst_median_AC50,uM,2,67,1000.0,1000.0,1000.0,2,67,DTXSID3025590,96-37-7,Methylcyclopentane,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7302,C1CC(=O)OC1,C1CC(=O)OC1,C4H6O2,86.09,0,1000.0,burst_median_AC50,uM,0,88,1000.0,1000.0,1000.0,0,88,DTXSID6020224,96-48-0,gamma-Butyrolactone,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7303,C1COC(=O)O1,C1COC(=O)O1,C3H4O3,88.06,0,1000.0,burst_median_AC50,uM,0,64,1000.0,1000.0,1000.0,0,64,DTXSID2026600,96-49-1,"1,3-Dioxolan-2-one","ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7304,CN1C=CC=C1,CN1C=CC=C1,C5H7N,81.12,0,1000.0,burst_median_AC50,uM,0,44,1000.0,1000.0,1000.0,0,44,DTXSID3052648,96-54-8,1-Methylpyrrole,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7308,CC1=CC(=C(C=C1SC2=CC(=C(C=C2C)O)C(C)(C)C)C(C)(C)C)O,CC1=CC(=C(C=C1SC2=CC(=C(C=C2C)O)C(C)(C)C)C(C)(C)C)O,C22H30O2S,358.5,1,27.6501241397373,burst_median_AC50,uM,65,68,27.6501241397373,27.6501241397373,4.91360610756502,65,68,DTXSID4021341,96-69-5,"4,4'-Thiobis(6-tert-butyl-m-cresol)","ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7309,CCC1=CC(=C(C=C1)O)C(C)(C)C,CCC1=CC(=C(C=C1)O)C(C)(C)C,C12H18O,178.27,1,40.0,burst_median_AC50,uM,49,88,40.0,40.0,7.10825901935599,49,88,DTXSID4044581,96-70-8,2-tert-Butyl-4-ethylphenol,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7311,CC(C)(C)C1=CC(=C(C=C1)O)C(C)(C)C,CC(C)(C)C1=CC(=C(C=C1)O)C(C)(C)C,C14H22O,206.32,1,33.0934594843861,burst_median_AC50,uM,82,86,33.0934594843861,33.0934594843861,5.88092204653949,82,86,DTXSID2026602,96-76-4,"2,4-Di-tert-butylphenol","ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7314,C(C1C(C(C(C(O1)OC(C(CO)O)C(C(C(=O)O)O)O)O)O)O)O,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](C(=O)O)O)O)O)O)O)O,C12H22O12,358.3,0,1000.0,burst_median_AC50,uM,0,67,1000.0,1000.0,1000.0,0,67,DTXSID3048861,96-82-2,Lactobionic acid,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7315,CCC(CC1=C(C(=C(C=C1I)I)O)I)C(=O)O,CCC(CC1=C(C(=C(C=C1I)I)O)I)C(=O)O,C11H11I3O3,571.92,0,1000.0,burst_median_AC50,uM,0,14,1000.0,1000.0,1000.0,0,14,DTXSID1046265,96-84-4,Iophenoxic acid,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7319,CC1=C(C=C(C=C1)C(=O)O)[N+](=O)[O-],CC1=C(C=C(C=C1)C(=O)O)[N+](=O)[O-],C8H7NO4,181.15,0,1000.0,burst_median_AC50,uM,0,68,1000.0,1000.0,1000.0,0,68,DTXSID6025642,96-98-0,3-Nitro-p-toluic acid,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7321,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])N,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])N,C6H5N3O4,183.12,1,49.4486208633324,burst_median_AC50,uM,16,65,49.4486208633324,49.4486208633324,8.78734013116242,16,65,DTXSID1021823,97-02-9,"2,4-Dinitroaniline","ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7327,C1=CC=C(C=C1)S(=O)(=O)OC2=C(C=C(C=C2)Cl)Cl,C1=CC=C(C=C1)S(=O)(=O)OC2=C(C=C(C=C2)Cl)Cl,C12H8Cl2O3S,303.2,1,40.7715271902205,burst_median_AC50,uM,12,70,40.7715271902205,40.7715271902205,7.24536439707007,12,70,DTXSID5020447,97-16-5,"2,4-Dichlorophenyl benzenesulfonate","ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7328,CCOP(=S)(OCC)OC1=C(C=C(C=C1)Cl)Cl,CCOP(=S)(OCC)OC1=C(C=C(C=C1)Cl)Cl,C10H13Cl2O3PS,315.15,0,1000.0,burst_median_AC50,uM,0,66,1000.0,1000.0,1000.0,0,66,DTXSID8040274,97-17-6,Dichlofenthion,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7329,C1=CC(=C(C=C1Cl)SC2=C(C=CC(=C2)Cl)O)O,C1=CC(=C(C=C1Cl)SC2=C(C=CC(=C2)Cl)O)O,C12H8Cl2O2S,287.2,1,31.4737268626199,burst_median_AC50,uM,66,69,31.4737268626199,31.4737268626199,5.59308507109913,66,69,DTXSID4026137,97-24-5,Fenticlor,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7331,COC1=C(C=C(C=C1)C(=O)NC2=CC=CC=C2)[N+](=O)[O-],COC1=C(C=C(C=C1)C(=O)NC2=CC=CC=C2)[N+](=O)[O-],C14H12N2O4,272.26,1,28.9259027627336,burst_median_AC50,uM,11,69,28.9259027627336,28.9259027627336,5.14032023015539,11,69,DTXSID7025558,97-32-5,4-Methoxy-3-nitro-N-phenylbenzamide,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7333,CC1=CC=CC=C1NC(=NC2=CC=CC=C2C)N,CC1=CC=CC=C1NC(=NC2=CC=CC=C2C)N,C15H17N3,239.32,1,1000.0,burst_median_AC50,uM,1,70,1000.0,1000.0,1000.0,1,70,DTXSID2026606,97-39-2,"1,3-Di-o-tolylguanidine","ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7335,CC1=CCC(CC1OC(=O)C)C(=C)C,CC1=CCC(CC1OC(=O)C)C(=C)C,C12H18O2,194.27,1,34.5780114373291,burst_median_AC50,uM,6,71,34.5780114373291,34.5780114373291,6.14473654176973,6,71,DTXSID3024738,97-42-7,Carvyl acetate,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7337,COC1=C(C=CC(=C1)[N+](=O)[O-])N,COC1=C(C=CC(=C1)[N+](=O)[O-])N,C7H8N2O3,168.15,1,46.9432677180691,burst_median_AC50,uM,20,70,46.9432677180691,46.9432677180691,8.34212265387518,20,70,DTXSID0038700,97-52-9,2-Methoxy-4-nitroaniline,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7340,CC1=CC=CC=C1N=NC2=CC(=C(C=C2)N)C,CC1=CC=CC=C1N=NC2=CC(=C(C=C2)N)C,C14H15N3,225.29,1,37.5975497623196,burst_median_AC50,uM,68,88,37.5975497623196,37.5975497623196,6.68132805509235,68,88,DTXSID1020069,97-56-3,o-Aminoazotoluene,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7341,CCCC(C)C(=O)O,CCCC(C)C(=O)O,C6H12O2,116.16,0,1000.0,burst_median_AC50,uM,0,66,1000.0,1000.0,1000.0,0,66,DTXSID9021633,97-61-0,2-Methylpentanoic acid,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7343,CCOC(=O)C(=C)C,CCOC(=O)C(=C)C,C6H10O2,114.14,0,1000.0,burst_median_AC50,uM,0,69,1000.0,1000.0,1000.0,0,69,DTXSID1025308,97-63-2,Ethyl methacrylate,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7347,CN(C)C(=S)SC(=S)N(C)C,CN(C)C(=S)SC(=S)N(C)C,C6H12N2S3,208.4,1,1.29860422323933,burst_median_AC50,uM,59,82,1.29860422323933,1.29860422323933,0.230770379560368,59,82,DTXSID0021333,97-74-5,Tetramethylthiuram monosulfide,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7348,CCCCCCCCCCCC(=O)N(C)CC(=O)O,CCCCCCCCCCCC(=O)N(C)CC(=O)O,C15H29NO3,271.4,1,56.770955010284,burst_median_AC50,uM,15,82,56.770955010284,56.770955010284,10.0885663247326,15,82,DTXSID7042011,97-78-9,N-Dodecanoyl-N-methylglycine,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7352,CC(C)COC(=O)C(=C)C,CC(C)COC(=O)C(=C)C,C8H14O2,142.2,1,4.55371667655777,burst_median_AC50,uM,13,68,4.55371667655777,4.55371667655777,0.809224940943339,13,68,DTXSID3025461,97-86-9,Isobutyl methacrylate,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7354,CCCCOC(=O)C(=C)C,CCCCOC(=O)C(=C)C,C8H14O2,142.2,0,1000.0,burst_median_AC50,uM,0,63,1000.0,1000.0,1000.0,0,63,DTXSID4024696,97-88-1,Butyl methacrylate,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7355,CC(=C)C(=O)OCCOC(=O)C(=C)C,CC(=C)C(=O)OCCOC(=O)C(=C)C,C10H14O4,198.22,0,1000.0,burst_median_AC50,uM,0,70,1000.0,1000.0,1000.0,0,70,DTXSID1026615,97-90-5,Ethylene glycol dimethacrylate,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7361,C1=COC(=C1)CO,C1=COC(=C1)CO,C5H6O2,98.1,1,1000.0,burst_median_AC50,uM,4,82,1000.0,1000.0,1000.0,4,82,DTXSID2025347,98-00-0,Furfuryl alcohol,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7362,C1=COC(=C1)C=O,C1=COC(=C1)C=O,C5H4O2,96.08,1,44.611582061435,burst_median_AC50,uM,7,82,44.611582061435,44.611582061435,7.92776701389838,7,82,DTXSID1020647,98-01-1,Furfural,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7363,C1=COC(=C1)CS,C1=COC(=C1)CS,C5H6OS,114.17,1,1000.0,burst_median_AC50,uM,2,43,1000.0,1000.0,1000.0,2,43,DTXSID7052654,98-02-2,2-Furylmethanethiol,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7366,CC(C)(C)C1=CC=CC=C1,CC(C)(C)C1=CC=CC=C1,C10H14,134.22,0,1000.0,burst_median_AC50,uM,0,88,1000.0,1000.0,1000.0,0,88,DTXSID3047138,98-06-6,tert-Butylbenzene,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7367,C1=CC=C(C=C1)C(Cl)(Cl)Cl,C1=CC=C(C=C1)C(Cl)(Cl)Cl,C7H5Cl3,195.5,1,1000.0,burst_median_AC50,uM,1,88,1000.0,1000.0,1000.0,1,88,DTXSID1020148,98-07-7,Benzotrichloride,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7368,C1=CC=C(C=C1)C(F)(F)F,C1=CC=C(C=C1)C(F)(F)F,C7H5F3,146.11,0,1000.0,burst_median_AC50,uM,0,68,1000.0,1000.0,1000.0,0,68,DTXSID2024589,98-08-8,Benzotrifluoride,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7369,C1=CC=C(C=C1)S(=O)(=O)Cl,C1=CC=C(C=C1)S(=O)(=O)Cl,C6H5ClO2S,176.62,0,1000.0,burst_median_AC50,uM,0,64,1000.0,1000.0,1000.0,0,64,DTXSID1026619,98-09-9,Benzenesulfonyl chloride,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7371,C1=CC=C(C=C1)S(=O)(=O)O,C1=CC=C(C=C1)S(=O)(=O)O,C6H6O3S,158.18,0,1000.0,burst_median_AC50,uM,0,71,1000.0,1000.0,1000.0,0,71,DTXSID9024568,98-11-3,Benzenesulfonic acid,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7374,C1=CC(=CC(=C1)Cl)C(F)(F)F,C1=CC(=CC(=C1)Cl)C(F)(F)F,C7H4ClF3,180.55,0,1000.0,burst_median_AC50,uM,0,69,1000.0,1000.0,1000.0,0,69,DTXSID4024773,98-15-7,3-Chlorobenzotrifluoride,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7375,C1=CC(=CC(=C1)N)C(F)(F)F,C1=CC(=CC(=C1)N)C(F)(F)F,C7H6F3N,161.12,1,40.2533122986985,burst_median_AC50,uM,5,71,40.2533122986985,40.2533122986985,7.15327425515442,5,71,DTXSID9024512,98-16-8,3-(Trifluoromethyl)aniline,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7381,CC(C)(C)C1=CC(=C(C=C1)O)O,CC(C)(C)C1=CC(=C(C=C1)O)O,C10H14O2,166.22,1,40.0,burst_median_AC50,uM,38,83,40.0,40.0,7.10825901935599,38,83,DTXSID5024687,98-29-3,4-tert-Butylcatechol,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7385,C1=CC(=C(C=C1S(=O)(=O)O)N)O,C1=CC(=C(C=C1S(=O)(=O)O)N)O,C6H7NO4S,189.19,0,1000.0,burst_median_AC50,uM,0,68,1000.0,1000.0,1000.0,0,68,DTXSID5024500,98-37-3,2-Amino-1-phenol-4-sulfonic acid,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7386,C1=CC(=CC(=C1)[N+](=O)[O-])C(F)(F)F,C1=CC(=CC(=C1)[N+](=O)[O-])C(F)(F)F,C7H4F3NO2,191.11,0,1000.0,burst_median_AC50,uM,0,69,1000.0,1000.0,1000.0,0,69,DTXSID9025794,98-46-4,1-Nitro-3-(trifluoromethyl)benzene,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7389,C1=CC(=CC=C1N)[As](=O)(O)O,C1=CC(=CC=C1N)[As](=O)(O)O,C6H8AsNO3,217.05,0,1000.0,burst_median_AC50,uM,0,70,1000.0,1000.0,1000.0,0,70,DTXSID8035138,98-50-0,(4-Aminophenyl)arsonic acid,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
ToxCast,off-target-safety,7390,CC1=CC=C(C=C1)C(C)(C)C,CC1=CC=C(C=C1)C(C)(C)C,C11H16,148.24,1,37.6077500645252,burst_median_AC50,uM,4,69,37.6077500645252,37.6077500645252,6.68314071484617,4,69,DTXSID1024704,98-51-1,4-tert-Butyltoluene,"ToxCast cytotoxicity-associated burst (median/lower-bound AC50 across ~86 burst-flagged assays, invitrodb v3.4)"
